RegioNaam;CDA;Lijst Pim Fortuyn;VVD;Partij van de Arbeid;GL;SP;Democraten 66;ChristenUnie;Staatkundig Gereformeerde Partij;LN;Verenigde Senioren Partij;Vrije Indische Partij & OuderenUnie;Duurzaam Nederland;Partij van de Toekomst;Nieuwe Midden Partij;Republikeinse Volkspartij
Hendrik-Ido-Ambacht;0.2728495628129437;0.190942380987968;0.13743367461325762;0.10731634406994993;0.032209849787011434;0.03123832299529183;0.037142216575741724;0.04252298034526567;0.12839100216725208;0.015544428667513639;0.002540916224497422;0.0009715267917196024;0.00037366415066138555;0.0002989313205291084;0.00022419849039683132;0.0
Hengelo;0.3208530902970216;0.12644456760473757;0.13525052856292466;0.17195229591313094;0.0750661986575528;0.07461461091610731;0.05402631524929696;0.020896196399614098;0.001354763224336474;0.013157624648479997;0.0033048011987601863;0.002134778414105959;0.00022579387072274565;0.0004310610259252417;0.0002873740172834945;0.0
Hengelo;0.5025735294117647;0.11838235294117647;0.1318014705882353;0.134375;0.029411764705882353;0.029595588235294117;0.03290441176470588;0.004779411764705883;0.002022058823529412;0.013786764705882353;0.0001838235294117647;0.0001838235294117647;0.0;0.0;0.0;0.0
Het Bildt;0.3774719190001582;0.13573801613668723;0.11438063597532036;0.19158361018826134;0.05236513209935137;0.05948425881980699;0.027527289985761746;0.02167378579338712;0.0020566366081316246;0.013289036544850499;0.0030058535041923747;0.0;0.00015820281601012498;0.0007910140800506249;0.00047460844803037496;0.0
Heumen;0.33887814313346226;0.12756286266924566;0.16818181818181818;0.1372340425531915;0.09129593810444875;0.05676982591876209;0.06247582205029013;0.002514506769825919;0.00019342359767891682;0.010638297872340425;0.002127659574468085;0.0010638297872340426;0.00019342359767891682;0.0008704061895551257;0.0;0.0
Heusden;0.3487518068523655;0.17474704066882837;0.16669922256514436;0.1023948118920186;0.061061843184748214;0.059147556354260264;0.05164667734500137;0.005039653084345822;0.0026174942376059693;0.017970855959682775;0.005234988475211939;0.001015744032503809;0.0005860061725983513;0.002187756377700512;0.0008985427979841387;0.0
Heythuysen;0.46527090111755554;0.1629650587070307;0.14033102277549866;0.0755410949214882;0.05106804357051917;0.036638845664167495;0.04187296647333428;0.004385344461734333;0.0005658508982883011;0.015136511529212053;0.004951195360022634;0.0005658508982883011;0.00028292544914415053;0.0;0.0004243881737162258;0.0
Hillegom;0.3261175367302282;0.19693654266958424;0.19076273835573618;0.10175054704595186;0.056502031884964055;0.043138480775242266;0.04735854954673335;0.008361988121287902;0.006330103157236636;0.016567677399187245;0.003751172241325414;0.0006251953735542357;0.00015629884338855892;0.0010940919037199124;0.0005470459518599562;0.0
Hilvarenbeek;0.4192399049881235;0.1276182250053984;0.152774778665515;0.10645648887929172;0.06564456920751457;0.05679118980781689;0.047937810408119196;0.0014035845389764629;0.0008637443316778234;0.01500755776290218;0.0034549773267112936;0.0009717123731375512;0.0004318721658389117;0.0014035845389764629;0.0;0.0
Hilversum;0.2269150976631307;0.16340470505343094;0.18640153442674287;0.14766900223118173;0.08249500919873175;0.0722394018867186;0.06891220104121815;0.019630484988452657;0.006282538067092026;0.017810310408267114;0.006478255763886171;0.0;0.0008611578658942341;0.0007045837084589189;0.00019571769679414412;0.0
Hof van Twente;0.4080750763858577;0.10680925360104758;0.18398079441292012;0.15800960279353993;0.03736359668267132;0.04054997817546923;0.039240506329113925;0.008293321693583587;0.0019205587079877782;0.010999563509384549;0.002924487123526844;0.00048013967699694454;0.00017459624618070712;0.0010475774770842426;0.00013094718463553033;0.0
Hontenisse;0.41201370691392863;0.1856480548276557;0.13948800645031242;0.10300342672848216;0.05462608345091716;0.04777262648659544;0.030034267284821607;0.0048377343277565005;0.0018141503729086877;0.01592420882886515;0.0034267284821608546;0.0;0.00040314452731304173;0.0008062890546260835;0.00020157226365652087;0.0
Hoogeveen;0.3765769158350593;0.1285382539383669;0.09951045000941443;0.1823887529027804;0.04465574593610745;0.0437143036465198;0.03200903784598004;0.059216720015063076;0.012834996548044939;0.01503169522374945;0.0022908429046632774;0.0009414422895876483;0.0012238749764639427;0.0007845352413230403;0.0002824326868762945;0.0
Hoogezand-Sappemeer;0.16805907400420417;0.14833180617689862;0.13663558454158356;0.2833504015523096;0.08618552255699886;0.06182288578666523;0.04613809087479114;0.03929283673799386;0.00242548374925888;0.016816687328194902;0.003880773998814208;0.001940386999407104;0.0035573761655796907;0.0010240931385759715;0.0005389963887241955;0.0
Hoorn;0.20715611728504946;0.17712280344836356;0.17605472624163976;0.17015487119497494;0.08231823614678432;0.07588434249675763;0.06525443124888743;0.009510973221778603;0.0007883427002009002;0.024870940670854207;0.008417465605370902;0.0017546982681891005;0.0003305953258907001;0.0;0.0003814561452585001;0.0
Horst aan de Maas;0.4611473350481546;0.14326733265538075;0.12897050906263086;0.08560148351977029;0.047436741042053;0.06705748639109887;0.04145480648441706;0.00293114793324161;0.0010169288747981097;0.014476281629478973;0.0037686187713106417;0.0009571095292217503;0.0007776514924926722;0.0007776514924926722;0.00035891607345815636;0.0
Houten;0.27701588403784394;0.14252235049040882;0.18075687874316465;0.11791511153545699;0.08506206058501867;0.050386251193472786;0.06418713653328705;0.03953649856783265;0.022003298324798196;0.01670861904348581;0.0025171426091485116;0.0008245811995486503;0.0002603940630153633;0.0003037930735179238;0.0;0.0
Huizen;0.2788702043329357;0.15072921075922577;0.1949821064378343;0.11136337399468965;0.06133836148843653;0.049563243160041556;0.06037634201716243;0.04910147381382999;0.020317851233308964;0.016046484780851966;0.005618193712240736;0.0;0.0007696155770192789;0.0005002501250625312;0.0004232885673606034;0.0
Hulst;0.337785355688169;0.20356161788386853;0.15098986454485175;0.1455906033911149;0.053234820498247605;0.03646869375769631;0.04594108174670834;0.004452022354835654;0.0012314104385715639;0.015061096902529127;0.005115089514066497;0.0;9.47238798901203e-05;0.0002841716396703609;0.0001894477597802406;0.0
Hummelo en Keppel;0.3613636363636364;0.11201298701298701;0.20064935064935066;0.16233766233766234;0.04383116883116883;0.04837662337662338;0.05194805194805195;0.0025974025974025974;0.002922077922077922;0.012012987012987014;0.000974025974025974;0.0003246753246753247;0.0;0.0006493506493506494;0.0;0.0
Hunsel;0.4679026009961262;0.17653569452130602;0.1170448256779192;0.08301051466519092;0.04731599335915883;0.03984504703929164;0.036524626452684006;0.0005534034311012728;0.0005534034311012728;0.020475926950747094;0.008301051466519093;0.0005534034311012728;0.0;0.0011068068622025456;0.0002767017155506364;0.0
IJsselstein;0.26886419883102525;0.16544679058501396;0.20725606866410404;0.1315886472539624;0.06181875625296193;0.05081354325733242;0.05765889105365699;0.016323521668158602;0.01363803907113896;0.021431204254646938;0.00326470433363172;0.0006318782581222685;0.0004212521720815123;0.0008425043441630246;0.0;0.0
Jacobswoude;0.3807077625570776;0.17708333333333334;0.18307648401826485;0.07348744292237443;0.047517123287671235;0.04009703196347032;0.052226027397260275;0.012842465753424657;0.008133561643835616;0.020405251141552512;0.003139269406392694;0.00028538812785388126;0.00014269406392694063;0.0004280821917808219;0.0004280821917808219;0.0
Kampen;0.368665286773052;0.10279094611737999;0.07327902784269212;0.11571075649328971;0.045903719035854974;0.042064498898310744;0.024137010082125928;0.12278827535554517;0.08960405955798892;0.011551044935567871;0.0016024571008880282;0.0008679975963143487;0.00040061427522200706;0.00040061427522200706;0.0002336916605461708;0.0
Kapelle;0.36531314521679287;0.12401927047487955;0.14384033035099794;0.10227116311080522;0.041431520991052996;0.028768066070199588;0.03358568479008947;0.04542326221610461;0.10130763936682725;0.011562284927735719;0.0019270474879559533;0.0;0.0002752924982794219;0.00013764624913971095;0.00013764624913971095;0.0
Katwijk;0.41334236639700317;0.15374805722711513;0.08739489100545969;0.062049177061331846;0.02666082174311561;0.027099191009444867;0.02155979755310246;0.07783047064918504;0.110110389351612;0.013509743753237954;0.0028693261068823976;0.0009165902841429881;0.002032439325708365;0.0005977762722671661;0.0002789622603913442;0.0
Kerkrade;0.32649508889717765;0.23527705250942849;0.0865348750466244;0.1664387251854615;0.06954287372041941;0.060508102283559205;0.026151104480086205;0.0027352977744622654;0.00041443905673670687;0.017199220854573333;0.005014712586514153;0.0017406440382941688;0.0007459903021260724;0.0009946537361680964;0.00020721952836835343;0.0
Kessel;0.45952023988005997;0.174287856071964;0.15067466266866567;0.09145427286356822;0.03298350824587706;0.031484257871064465;0.03298350824587706;0.0011244377811094452;0.0003748125937031484;0.015742128935532233;0.005247376311844078;0.0018740629685157421;0.0003748125937031484;0.0014992503748125937;0.0003748125937031484;0.0
Kesteren;0.23508798091261557;0.1295854458693707;0.1025946913212049;0.17051893826424097;0.0262451535937966;0.023933790635252014;0.02378467044437817;0.038994929913510286;0.23471518043543096;0.010960334029227558;0.0019385624813599762;0.0005219206680584551;0.00014912019087384433;0.0009692812406799881;0.0;0.0
Kollumerland en Nieuwkruisland;0.48029032661744464;0.13089725941684394;0.07746214491302715;0.11638092854461268;0.03879364284820423;0.04442497810036291;0.02365160805906645;0.061068702290076333;0.011012388937554749;0.012764359904893005;0.0025028156676260792;0.0;0.0005005631335252158;0.0002502815667626079;0.0;0.0
Korendijk;0.250501002004008;0.20655596908101917;0.14257085599770972;0.11093615803034641;0.02333237904380189;0.03564271399942743;0.028199255654165475;0.02476381334096765;0.1591754938448325;0.014171199541941026;0.003006012024048096;0.000143143429716576;0.000143143429716576;0.000572573718866304;0.000286286859433152;0.0
Krimpen aan den IJssel;0.2191098494992234;0.21262921107600022;0.1311124203309946;0.138503561673183;0.03754485565850785;0.03567029082534412;0.0372770606823416;0.050024101547854964;0.11804402549408173;0.016228375555674576;0.002410154785496224;0.0005355899523324943;0.0005355899523324943;0.000374912966632746;0.0;0.0
Laarbeek;0.39993960896806824;0.17437910470295162;0.13806899675398204;0.11111949875443497;0.05593719332679097;0.06046652072167283;0.03661206310862837;0.0021136861176115347;0.00037744394957348835;0.015399713142598324;0.0030950403865026045;0.0007548878991469767;7.548878991469766e-05;0.0014342870083792556;0.000226466369744093;0.0
Landerd;0.4424788484781892;0.14229205581804197;0.13460059334139104;0.09207779364904956;0.04472036039995605;0.08229864850016481;0.04076475112624986;0.001977804636853093;0.00032963410614218216;0.01395451049335238;0.0031864630260410942;0.0001098780353807274;0.0006592682122843643;0.00032963410614218216;0.0002197560707614548;0.0
Landgraaf;0.3447384499694506;0.20966301640268836;0.09437420689006909;0.1363914085632373;0.06922968463599191;0.08121445692531842;0.03680030079428491;0.004652911594679701;0.0009869812473563002;0.015556704422615971;0.0031019410631198006;0.0012689758894581004;0.0006109883912205668;0.001033980354373267;0.00037599285613573345;0.0
Landsmeer;0.1572225484439225;0.23032883147386965;0.20229007633587787;0.17513211978860835;0.0673810921902525;0.06444509688784499;0.06679389312977099;0.0064591896652965355;0.001467997651203758;0.02319436288901938;0.00455079271873165;0.0005871990604815032;0.0;0.0;0.0001467997651203758;0.0
Langedijk;0.2798053527980535;0.14323216801126906;0.20361121782558586;0.11666026379818159;0.0685747214752209;0.05096683314124728;0.05999487770521193;0.021769752849276475;0.002048917915226021;0.04789345626840825;0.004610065309258548;0.000384172109104879;0.0001920860545524395;0.0;0.00025611473940325265;0.0
Laren;0.25283171521035597;0.16963322545846818;0.30906148867313915;0.09803128371089537;0.041666666666666664;0.04449838187702265;0.06256742179072276;0.0029665587918015104;0.0010787486515641855;0.009978425026968716;0.005798274002157497;0.0;0.0;0.00026968716289104636;0.0016181229773462784;0.0
Leek;0.27080467675378267;0.11855226960110041;0.14365543328748281;0.20529573590096287;0.06783012379642366;0.04771320495185695;0.04298486932599725;0.0798658872077029;0.006705639614855571;0.012379642365887207;0.002407152682255846;0.0010316368638239339;8.59697386519945e-05;0.000343878954607978;0.000343878954607978;0.0
Leerdam;0.2705949192435679;0.18805291778264752;0.1287233179125071;0.1581852122392663;0.03595487379271163;0.03920136352568785;0.03611719827936044;0.05648892135378622;0.06712117522928333;0.014446879311744177;0.0015420826231637042;0.0014609203798392988;0.0008927846765684603;0.0010551091632172713;0.00016232448664881097;0.0
Leersum;0.2642989882304357;0.17365269461077845;0.21639479661366923;0.11934751187280611;0.0644228783811687;0.03758001238901507;0.041296716911005574;0.02023539128639273;0.046252322940326246;0.012389015073301672;0.0026842865992153624;0.0008259343382201115;0.00020648358455502787;0.00041296716911005574;0.0;0.0
Leeuwarden;0.22024428986142303;0.12610688137883186;0.12398897226634532;0.22681711124500192;0.10542075185773493;0.08670646875171167;0.06176626316846506;0.027313724416205658;0.0019170729035438462;0.015482645925763634;0.0026656442277847767;0.0;0.0006937978127111062;0.0006937978127111062;0.0001825783717660806;0.0
Leeuwarderadeel;0.32365575470300695;0.1016145756184269;0.13657235965042216;0.23107687749962968;0.060731743445415494;0.058361724189009034;0.04532661827877352;0.02073766849355651;0.0010368834246778254;0.017182639608946823;0.0028143978669826694;0.0;0.00014812620352540364;0.0007406310176270182;0.0;0.0
Leiden;0.16553530687547532;0.16966171872799482;0.15657831732529645;0.1844069515252232;0.12401768864602991;0.07465566290172662;0.09221755907951441;0.013731233980227023;0.002971579866490156;0.010139988170013802;0.002126580852322339;0.0009576655493901924;0.0022392473875447144;0.0006337492606258627;0.0001267498521251725;0.0
Leiderdorp;0.26310392665420107;0.1675010555522046;0.200193015260269;0.13179323240243682;0.07099342541769708;0.04656493153989987;0.07425055793473671;0.01417455817600579;0.008565052174437541;0.016406297122866276;0.00343808432354183;0.00048253815067253756;0.0016285662585198142;0.0006634899571747392;0.00024126907533626878;0.0
Leidschendam-Voorburg;0.274545994568907;0.20152325186693823;0.19823489477257297;0.11127376103190767;0.06156653088934148;0.05274100475220638;0.06288187372708758;0.011774439918533604;0.003309572301425662;0.014362695179904955;0.004136965376782077;0.0019305838424983027;0.0009546843177189409;0.0005728105906313645;0.00019093686354378818;0.0
Lelystad;0.18151321079042945;0.22016135739831988;0.16792813773600598;0.16967478998586044;0.08095594554880922;0.06202001718927611;0.05273226316227231;0.027281044664393246;0.0048518118051512375;0.023288696664725942;0.005933072721727799;0.0015803044165349747;0.0014694058609886606;0.0;0.000609942055504727;0.0
Lemsterland;0.32260125207614665;0.18001788680209532;0.14041139644819214;0.16813593969592436;0.040117541842340614;0.05596013798390188;0.040628593330778076;0.026446914526638558;0.0051105148843746005;0.016736936246326817;0.0022997316979685703;0.0;0.0003832886163280951;0.0010221029768749201;0.00012776287210936502;0.0
Leusden;0.30712094300016146;0.1201894612196566;0.2071693847892782;0.11367673179396093;0.0701329457990204;0.04262877442273535;0.06372786479358415;0.04375908283545939;0.014317239894504548;0.013778997793207385;0.002691210506485817;0.0002691210506485817;0.00016147263038914905;0.0003767694709080144;0.0;0.0
Lichtenvoorde;0.5010099309880491;0.1205184312405319;0.1322167985187679;0.09804746675643831;0.04721427369129776;0.04081804410031981;0.03812489479885541;0.0021040228917690623;0.001178252819390675;0.014223194748358862;0.002524827470122875;0.0004208045783538125;0.0007574482410368624;0.0007574482410368624;8.41609156707625e-05;0.0
Liemeer;0.40502155718995686;0.1922394116155212;0.17169667765660665;0.06188181587623637;0.0380420999239158;0.03144813593710373;0.03525234592949531;0.024854171950291656;0.013187927973624143;0.021303575957392847;0.003043367993913264;0.000253613999492772;0.000760841998478316;0.000760841998478316;0.000253613999492772;0.0
Liesveld;0.32575024201355274;0.13213939980638917;0.12746047111971603;0.11003549532107132;0.02355598580187157;0.02436269764440142;0.022749273959341725;0.09745079057760568;0.12197483059051308;0.012100677637947725;0.000968054211035818;0.00016134236850596966;0.000484027105517909;0.0008067118425298483;0.0;0.0
Lingewaal;0.31836371720764783;0.1744479027716022;0.1384318956573292;0.1594782866459167;0.03305172669334519;0.03438565288276271;0.03423743886171632;0.04639098858752038;0.043278494145546166;0.015266044167778272;0.0014821402104639098;0.0005928560841855639;0.00014821402104639098;0.00044464206313917296;0.0;0.0
Lisse;0.35947249007373794;0.18498298355076573;0.16030913216108905;0.0850113442994895;0.03849971639251276;0.03559273964832672;0.050978445830969936;0.019568916619398753;0.0436046511627907;0.01779636982416336;0.003332387975042541;0.0002836074872376631;7.090187180941577e-05;0.0004963131026659103;0.0;0.0
Lith;0.3977793869176925;0.18416606323919865;0.13227130098962106;0.09051412020275162;0.04055032585083273;0.10354815351194786;0.03596427709389331;0.0016895969104513638;0.0;0.01037895244991552;0.001448225923244026;0.000724112961622013;0.0002413709872073377;0.000724112961622013;0.0;0.0
Littenseradiel;0.39367389367389366;0.09073359073359073;0.14226314226314227;0.16884466884466884;0.07202257202257202;0.054648054648054646;0.042025542025542026;0.015741015741015742;0.0013365013365013365;0.014998514998514999;0.0028215028215028215;0.0;0.0;0.000891000891000891;0.0;0.0
Lochem;0.2892601055866362;0.10172563233787724;0.22023481207154677;0.18753447324875896;0.07162556142147979;0.044283350405799386;0.061224489795918366;0.005909699787250808;0.0017335119375935704;0.01095264360570483;0.003388227878023796;0.0005515719801434088;0.000787959971633441;0.0003939799858167205;0.0003939799858167205;0.0
Loenen;0.27527383731370086;0.15909499012390016;0.22894595079906627;0.11671754354462202;0.05422876638534746;0.04794397557909858;0.06230921170766744;0.018674806967139523;0.019033937870353745;0.013467408870533309;0.0030526126773208835;0.0007182618064284432;0.0;0.0005386963548213323;0.0;0.0
Loon op Zand;0.3580547561065604;0.18456202494280866;0.1686960371928271;0.10700317319755;0.058888642904582685;0.04944284554645414;0.0445723562836691;0.0033945834255774483;0.005534646889528448;0.011364474946498414;0.004944284554645414;0.0015497011290679654;0.00029518116744151724;0.0012545199616264483;0.00044277175116227583;0.0
Lopik;0.3998330550918197;0.16766038635821606;0.12186978297161936;0.0733365132363463;0.030646315287383735;0.029453851657524444;0.024207011686143573;0.06653947054614834;0.0647507751013594;0.018840925351776772;0.0019079418077748629;0.00023849272597185786;0.00023849272597185786;0.0004769854519437157;0.0;0.0
Loppersum;0.34541763341067283;0.0951276102088167;0.10571345707656613;0.191415313225058;0.07743619489559164;0.05060904872389791;0.03552784222737819;0.06902552204176333;0.012470997679814385;0.013921113689095127;0.002465197215777262;0.00014501160092807424;0.000580046403712297;0.0;0.00014501160092807424;0.0
Losser;0.4638038589873785;0.13042216741621934;0.1106920063832874;0.13956187436529813;0.043740026113448426;0.04468301175105179;0.03786450021761207;0.005222689685187872;0.0005077614971710431;0.01813433918468011;0.003481793123458581;0.0008704482808646452;0.0001450747134774409;0.0004352241404323226;0.0004352241404323226;0.0
Maarn;0.28976301001710236;0.14170535059858294;0.243097972147569;0.10627901294893721;0.06010261421939898;0.03713657463962863;0.05619350109943806;0.01685805032983142;0.03005130710969949;0.013926215489860738;0.0034204739799657954;0.0004886391399951136;0.0004886391399951136;0.0004886391399951136;0.0;0.0
Maarssen;0.24188438592882122;0.1844887883151615;0.19605019543303848;0.14334499074264553;0.07245422752520057;0.054721250771446205;0.05797161077967496;0.017691832956181857;0.005060687101419461;0.020448467393540424;0.0032915038058012754;0.001440032915038058;0.0005760131660152232;0.0005760131660152232;0.0;0.0
Maasbracht;0.41315429566082307;0.20688797712296406;0.12806166853164241;0.10133034937212483;0.04861370135521571;0.03978614944672386;0.033942558746736295;0.005470595548924531;0.0011189854531891085;0.016038791495710556;0.004351610095735422;0.0003729951510630362;0.0002486634340420241;0.0006216585851050603;0.0;0.0
Maasbree;0.4546293853864416;0.1619625428646795;0.1547085201793722;0.08282774993405434;0.04695331047217093;0.029411764705882353;0.04049063571616988;0.0013189132155104195;0.0018464785017145871;0.018860458981798996;0.005671326826694804;0.0005275652862041678;0.0;0.0007913479293062516;0.0;0.0
Maasdonk;0.42122937655132137;0.1809023215067893;0.1311140312454373;0.08541392904073587;0.03474959848153015;0.09213023799094758;0.033289531318440646;0.0007300335815447511;0.0004380201489268506;0.015476711928748723;0.003504161191414805;0.0001460067163089502;0.0;0.0008760402978537013;0.0;0.0
Maasdriel;0.34141550965120215;0.23040975279376905;0.16268201828648832;0.10098205215035556;0.04273620047409414;0.039552996952251944;0.03643752116491703;0.007585506264815442;0.019911953945140535;0.014493735184558076;0.00277683711479851;0.0005418218760582459;0.00013545546901456146;0.0003386386725364037;0.0;0.0
Maasland;0.4834164318231086;0.1771081725558205;0.1441578148710167;0.05549533925861695;0.02904834164318231;0.028398005636245394;0.034034251029698676;0.026013440277476697;0.006720138738348146;0.012789941469759376;0.00260134402774767;0.0;0.0;0.00021677866897897247;0.0;0.0
Maassluis;0.27194128883080326;0.2545993766964914;0.1497436412988841;0.13692570624308836;0.03568915250829396;0.04317884789383734;0.0446365738413592;0.026188800643410073;0.007137830501658791;0.017341912134311854;0.009249019804966322;0.000653463355785664;0.0018095908314064541;0.000653463355785664;0.0002513320599175631;0.0
Maastricht;0.2712228605536074;0.19137506528389167;0.12115198089979855;0.1634857867641573;0.10527493844661642;0.062120420801313136;0.05710661792136089;0.004745206297097665;0.0007759456838021338;0.011967469969409833;0.007729612773259718;0.0015817354323658882;0.0007759456838021338;0.00041781690666268747;0.0002685965828545848;0.0
Margraten;0.47468205369759775;0.16121055110692417;0.11504945831370701;0.09479510127178521;0.05805463966085728;0.036740461610927935;0.042039566650965615;0.002826189354686764;0.0004710315591144607;0.01048045219029675;0.0027084314649081487;0.0003532736693358455;0.00023551577955723034;0.0003532736693358455;0.0;0.0
Marum;0.3000680040802448;0.16405984359061543;0.1569194151649099;0.18480108806528392;0.04182250935056103;0.04250255015300918;0.0365521931315879;0.046242774566473986;0.005270316218973139;0.01717103026181571;0.0025501530091805507;0.0008500510030601836;0.00017001020061203673;0.00034002040122407346;0.0006800408024481469;0.0
Medemblik;0.2593483490050295;0.24950798163131424;0.16728624535315986;0.10780669144981413;0.05138858517384649;0.059916903564399736;0.041985567461185216;0.01793133610321452;0.0019680734747430572;0.0275530286464028;0.008746993221080253;0.0019680734747430572;0.004373496610540126;0.0;0.00021867483052700635;0.0
Meerlo-Wanssum;0.46966098034981646;0.15720146836536386;0.11012740228892248;0.09544374865039948;0.051608723817749946;0.046858129993521916;0.041891600086374436;0.0006478082487583676;0.0015115525804361909;0.017274886633556467;0.005182465990066941;0.0017274886633556468;0.0;0.0008637443316778234;0.0;0.0
Meerssen;0.41847030105777056;0.18152969894222945;0.13173311635475995;0.10081366965012205;0.0629780309194467;0.04092758340113914;0.04288039056143206;0.0025223759153783563;0.00016273393002441008;0.012693246541903987;0.003417412530512612;0.0008136696501220504;0.00016273393002441008;0.0006509357200976403;0.00024410089503661513;0.0
Meijel;0.4513247990473355;0.1726704376302471;0.16165525454004168;0.09050312593033641;0.03721345638582912;0.03721345638582912;0.023518904435844;0.00029770765108663293;0.0008931229532598987;0.019946412622804405;0.0023816612086930635;0.0014885382554331646;0.0;0.0008931229532598987;0.0;0.0
Menaldumadeel;0.33863080684596575;0.11380306734829962;0.13825294509891087;0.20815736830406756;0.06634807735052234;0.04878861969326517;0.04412091575905757;0.01855967992887308;0.00144476550344521;0.018670815736830406;0.0026672593909757725;0.0;0.0;0.0004445432318292954;0.00011113580795732385;0.0
Menterwolde;0.15241837149437745;0.1545860994445197;0.13399268391816826;0.32813981845278417;0.06272862755724157;0.07465113128302397;0.0364449261617667;0.026961116379894325;0.00379352391274895;0.02154179650453868;0.002438693943910039;0.0010838639750711287;0.0004064489906516732;0.0006774149844194553;0.00013548299688389108;0.0
Meppel;0.2549935567010309;0.1255906357388316;0.16672036082474226;0.22250859106529208;0.05815077319587629;0.05380154639175258;0.051439003436426115;0.04649914089347079;0.0037048969072164947;0.012832903780068728;0.002308848797250859;0.0010201890034364262;5.3694158075601374e-05;0.00032216494845360824;5.3694158075601374e-05;0.0
Middelburg;0.2662655406140128;0.12620972126572186;0.12327376853093625;0.1445503642756171;0.07742216100619813;0.06466345282540142;0.04646779513574251;0.056073072601399106;0.07535612019283047;0.01359237377215557;0.0037333719960853965;0.0;0.0017398238428359128;0.0004349559607089782;0.0002174779803544891;0.0
Middelharnis;0.2480179087771663;0.16873425986381868;0.11855237384572334;0.1295588098125175;0.02714299039268725;0.030034511705997576;0.02882193825202873;0.07657867736218636;0.1551161272269378;0.013804682399029941;0.001772222740416006;0.0008394739296707397;0.0002798246432235799;0.00046637440537263317;0.0002798246432235799;0.0
Midden-Drenthe;0.2924491771539206;0.11519845111326234;0.15803484995159728;0.24525653436592448;0.054743465634075505;0.04346563407550823;0.043175217812197485;0.026185866408518877;0.00324298160696999;0.014036786060019362;0.002371732817037754;0.0005808325266214908;0.0001452081316553727;0.0007744433688286545;0.0003388189738625363;0.0
Mierlo;0.37262535035814387;0.17813765182186234;0.14886328246652134;0.1038617253192152;0.06306446589847399;0.0524758642167549;0.051697290563687326;0.005605730302086578;0.0004671441918405481;0.013235752102148864;0.005294300840859545;0.0021800062285892243;0.0;0.0020242914979757085;0.0004671441918405481;0.0
Mill en Sint Hubert;0.44185714285714284;0.17485714285714285;0.11528571428571428;0.11228571428571428;0.045142857142857144;0.05714285714285714;0.029857142857142856;0.0034285714285714284;0.0008571428571428571;0.014428571428571428;0.003;0.0007142857142857143;0.0;0.001142857142857143;0.0;0.0
Millingen aan de Rijn;0.25464576074332174;0.15447154471544716;0.14663182346109174;0.24041811846689895;0.06997677119628339;0.06591173054587689;0.047619047619047616;0.0017421602787456446;0.0;0.013066202090592335;0.003484320557491289;0.0008710801393728223;0.0005807200929152149;0.0005807200929152149;0.0;0.0
Moerdijk;0.3384959880574734;0.1835696958387759;0.16518940100765067;0.11755924612800896;0.047490203396156;0.0542078746034708;0.040306027243888785;0.01949990669901101;0.006531069229333831;0.019873110654972943;0.004105243515581265;0.0008863593954095913;0.0012129128568762828;0.000933009889904833;0.00013995148348572496;0.0
Monster;0.37181933842239184;0.2434796437659033;0.15139949109414758;0.06424936386768448;0.029580152671755726;0.025127226463104325;0.03148854961832061;0.029580152671755726;0.032204198473282444;0.016380407124681935;0.003260178117048346;0.0003975826972010178;0.00047709923664122136;0.0003975826972010178;0.00015903307888040714;0.0
Montfoort;0.3483053829013721;0.17661545678433213;0.15151870528908173;0.08127125601032016;0.049138032133223875;0.0336577928931629;0.04362612876744459;0.04081153981470623;0.04843438489503929;0.021695789844024864;0.003049138032133224;0.0009381963175794535;0.00011727453969743169;0.0008209217778820218;0.0;0.0
Mook en Middelaar;0.30230269631962214;0.14741192678606574;0.17850816768352687;0.13914583743357606;0.09210785278488487;0.06199567014367251;0.062389293446172014;0.002361739814997048;0.000393623302499508;0.009643770911237946;0.002164928163747294;0.000393623302499508;0.000787246604999016;0.000393623302499508;0.0;0.0
Moordrecht;0.2465897166841553;0.2180482686253935;0.16474291710388247;0.16348373557187829;0.04491080797481637;0.03735571878279119;0.03735571878279119;0.02728226652675761;0.04176285414480588;0.014690451206715634;0.001888772298006296;0.0012591815320041973;0.0004197271773347324;0.0002098635886673662;0.0;0.0
Muiden;0.2204976032869208;0.15270486190367497;0.23556265692764208;0.15886783839306096;0.052271170965532986;0.06003195617438941;0.0892490299018489;0.007989043597352202;0.0018260671079662178;0.014152020086738187;0.005478201323898653;0.0;0.00022825838849577722;0.0011412919424788862;0.0;0.0
Naaldwijk;0.4205861562720896;0.235984992659453;0.1571964547876679;0.06318307867978902;0.026425969224076994;0.023054755043227664;0.026099722690446414;0.01620357783698548;0.008971779674840955;0.01859605241694307;0.0016856070904246643;0.000761241911804687;0.0002718721113588168;0.0008156163340764504;0.0001631232668152901;0.0
Naarden;0.22688919796012982;0.1427909133055169;0.30347705146036164;0.11933240611961057;0.05887807139545665;0.04200278164116829;0.07408437644877144;0.010292072322670376;0.006675938803894298;0.009921186833565137;0.004543347241539175;0.0;0.0;0.0009272137227630969;0.0001854427445526194;0.0
Nederlek;0.2212862132730635;0.21152660776659132;0.16622149167865213;0.16940620505444834;0.032566262584754466;0.042325868091226626;0.038832956646805014;0.027532360797205672;0.06266694062050544;0.022498459009656874;0.003903842202588864;0.0004109307581672488;0.0004109307581672488;0.00030819806862543664;0.0001027326895418122;0.0
